number,year,type,Luminance,Contrast,Structure
13552,2016,Romance Myth and Fantasy Ancient Costume,109.6467901,79.67251771,125.5122617
13553,2005,Romance Youth Idol,109.1945165,83.11528221,90.67256156
13554,2015,Modern City Suspense,77.72065844,33.74372176,44.37326128
13555,2014,Modern City,56.54187243,63.04403889,117.4619062
13556,2015,Historical Legend,46.31710905,45.57728939,66.29995123
13557,2017,Youth Idol,175.1417181,67.79956547,137.9868702
13558,2005,Family,108.0961523,81.11609861,128.8197256
13559,2007,Revolution,127.8658642,65.27249601,98.2167938
13560,2005,Modern City Romance,85.56984568,63.96171806,83.12513238
13561,2009,Family Romance Inspiration,103.7517387,70.62482311,136.229331
13562,2017,Modern City,116.8530144,73.18628277,114.8834037
13563,2013,War Historical Legend,111.8153807,47.51381735,93.12317368
13564,2016,Ancient Costume Wuxia,52.78884774,71.80722294,100.1466911
13565,2009,Family,163.3181481,67.15140512,95.05013977
13567,2012,Spy Warfare War,50.78771605,63.15391722,63.0422059
13568,2007,War,90.87702675,57.39439767,123.8949995
13569,2009,War,73.87924897,78.36230301,142.8875057
13570,2010,Crime,68.7701749,73.01096393,122.1406225
13571,2004,Ancient Costume,97.00375514,67.56312638,136.6209189
13572,2007,,,,
13573,2018,Modern City,61.13538066,57.89880216,86.13212
13574,2015,Revolution War,94.74745885,56.66880605,122.891544
13575,2014,Family,31.24451646,41.62420275,81.28223161
13576,2016,Ancient Costume Historical Legend,146.5880453,58.61198161,80.24582233
13577,2022,Ancient Costume,109.8752366,65.5153147,92.36650294
13578,2017,Modern City Comedy Family,204.7605761,74.48635002,109.1417055
13579,2019,Suspense,97.03852881,72.36367335,92.36332784
13580,2017,Suspense Crime,72.62243827,67.41912918,124.9623659
13581,2012,Crime Suspense,50.45240741,50.984391,98.80788457
13582,2004,Wuxia Ancient Costume Romance,115.8506379,76.87619781,127.1833932
13583,2021,Military,155.2711934,61.25388602,62.50665979
13584,2022,Ancient Costume,98.99549383,52.00922758,82.25042003
13585,2023,Romance Ancient Costume,149.6644033,62.91316627,74.09988593
13586,2011,Modern City,132.8210082,54.38027718,84.7381745
13587,2000,,121.3768621,71.20665949,145.4291173
13588,2004,Romance,,,
13590,2017,Suspense Myth and Fantasy,96.03016461,77.02431899,145.5883445
13591,2010,Youth Idol Modern City,179.0438374,67.67305223,116.4433487
13592,2012,Youth Idol Romance Modern City,88.64011317,71.48750544,119.0047962
13593,2011,Youth Idol Romance Modern City,86.58760288,66.93404238,132.7989689
13594,2020,Wuxia Ancient Costume,148.8275309,86.31455172,69.90132957
13595,2022,Wuxia,156.2975926,82.16182328,114.5382338
13596,2005,,,,
13598,2015,Ancient Costume,135.0195267,61.06437312,136.6556277
13599,2021,Romance,164.3585597,57.69126745,67.76048586
13600,2010,Crime,40.96601852,50.06293023,74.72559945
13601,2004,Action,130.5872942,84.46059795,134.7768325
13603,2012,Military Inspiration,79.16334362,60.37918553,70.10642025
13606,2023,Suspense Crime,104.8452058,54.76677008,98.95645497
13607,2004,Crime,58.17319959,83.34875161,78.28453464
13608,2002,Comedy Romance,165.8592284,71.82786213,131.1606241
13610,2009,Family,175.5808333,51.85900965,61.03049252
13611,2014,Youth Idol Romance,132.7906996,81.95087759,65.01281811
13612,2008,Romance,127.9345062,65.25888577,78.96833817
13613,2017,Action Suspense Crime,97.87147119,77.15846124,93.88400807
13615,2003,Romance,149.0484979,50.01356044,60.70793606
13616,2004,Crime,85.41317901,44.6925035,83.72880279
13617,2017,Ancient Costume,110.0584465,76.4689429,119.7126176
13618,2016,Crime,89.88450617,56.41214221,107.9220734
13619,2017,Crime Suspense,79.03605967,72.83742513,103.877624
13620,2007,Crime Suspense,85.24646091,52.88345694,98.9035689
13621,2006,Suspense Crime,66.40307613,81.85939484,116.2209461
13622,2017,Revolution Spy Warfare,76.32725309,68.92774915,96.83554946
13623,2010,Suspense Modern City,112.6693107,86.89227897,79.54014625
13624,2006,Crime,127.0859465,87.10776094,125.4155317
13625,2018,Crime,82.78240741,48.88166423,72.17195087
13626,2021,Youth Idol Romance,207.1747016,40.99921338,40.95263743
13627,2018,Romance,219.207963,46.3880406,52.7466056
13628,2017,Romance Youth Idol,224.5104733,33.84201302,22.13140683
13629,2012,Crime,111.4015432,67.19471581,70.75433234
13630,2002,Comedy,94.5555144,77.46337622,151.6302305
13631,2015,Historical Legend,110.6486728,61.5095146,119.5905845
13632,2008,Romance,151.358714,61.27387162,167.957551
13633,2009,Comedy,118.7472531,67.41652221,137.9927256
13634,2006,Romance,145.3445473,58.97359745,96.6081667
13635,2015,Modern City,164.7522942,81.52790662,109.4853045
13636,2021,Romance Sci-Fi,75.54677984,57.76579161,130.9654269
13637,2011,Youth Idol Inspiration,137.6228807,67.43707479,114.7988327
13638,2006,Animation Children,155.1097942,69.49817153,80.83136892
13639,2006,War,156.3651543,50.2170442,75.46050834
13640,2000,Historical Legend Ancient Costume,93.26621399,70.16354597,93.38873721
13641,2019,Inspiration,179.1250412,77.89195312,57.70617877
13642,2007,Historical Legend Ancient Costume,42.53654321,51.50361949,84.34555728
13643,2001,Suspense Historical Legend Ancient Costume,136.7132305,50.03142887,83.43213903
13644,2011,Revolution,139.4578395,81.21665604,126.9128222
13645,2016,Crime,105.5908951,81.80141258,130.9966102
13646,2008,,83.40488683,76.77003449,100.1403557
13647,2023,Crime,41.91047325,45.42717037,85.94635155
13648,2017,Crime,78.60272634,60.98798103,122.475779
13649,2010,Crime Suspense Romance,78.12157407,96.86726464,119.5614544
13650,2017,Crime,88.1911214,74.04688681,97.7239384
13651,2002,Action Crime,81.79638889,78.18395432,132.853258
13652,2004,Crime,112.210607,81.63168485,145.0817191
13653,2002,,,,
13654,2004,Crime,83.87726337,77.97189465,169.0954071
13655,2010,War,131.5861728,76.43235519,109.9144125
13656,2012,Romance Spy Warfare,78.36326132,73.92019377,110.5793131
13657,2012,Wuxia Ancient Costume,34.75791152,43.56067364,69.20033567
13658,2013,Crime,162.6365226,81.17988043,95.54997959
13659,2013,Spy Warfare,112.5095576,74.4491261,110.1101428
13660,2013,Revolution,115.6594856,67.35868653,94.25841289
13661,2017,Revolution,81.36111111,65.16556668,97.02700429
13662,2015,Revolution,69.83022634,71.95423045,111.9604964
13663,2014,Crime,133.6199897,71.86026153,92.84910972
13664,2016,War,64.04295267,65.96579514,92.50973251
13665,2017,Crime Suspense,81.03584362,76.92616999,83.25664437
13666,2021,Modern City Crime,89.46639918,68.85600531,45.48739537
13667,2004,Rural,90.3494856,75.73639089,124.2231261
13668,2005,Romance,184.8463066,77.3403185,85.74743987
13669,2022,Modern City,129.0879835,64.57464048,85.95964244
13670,2012,Youth Idol Romance,207.6932716,54.92386361,63.40304806
13671,2005,Comedy Family,167.2382716,70.66441861,105.3642601
13672,2019,Modern City Youth Idol,88.88605967,55.06441767,109.2277392
13673,2023,Modern City Romance,96.55667695,51.10240282,111.5103921
13674,2019,Crime,101.2764815,75.1611135,115.4863186
13675,2018,Suspense,63.83159465,67.53900111,87.70779717
13676,2001,Family,125.5595062,64.08777785,79.54019282
13677,2018,Modern City,195.796142,46.24995602,65.92863062
13678,2020,Suspense,80.7173251,68.70277018,100.8753961
13679,2015,Modern City,145.7633642,70.85146131,104.3915171
13680,2019,Youth Idol,167.2285905,66.39636654,78.38946739
13681,2006,Family,126.6940123,86.13530242,124.8157838
13682,2021,Modern City,122.2116152,60.55005125,99.57948815
13683,2020,Comedy Ancient Costume,125.5892695,70.56020074,94.27650938
13684,2008,Romance,184.8279218,81.03072995,98.68894495
13685,2018,Romance Myth and Fantasy Ancient Costume,203.056358,39.62353803,53.92138542
13686,2014,Modern City,144.3311934,70.22488042,106.1311269
13687,2009,Romance,113.9724074,64.28684913,70.13875829
13688,2002,Romance,142.5931996,69.71142234,64.73600402
13689,2011,Youth Idol Romance,179.6869136,78.19912039,102.1730517
13690,2012,Comedy,179.4353807,80.96340497,82.77401238
13691,2018,Modern City Romance,170.1927984,34.26182968,41.50016724
13692,2018,Romance Youth Idol,225.2312551,26.47310963,27.39362337
13693,2017,Romance,183.2769136,64.85098022,60.82892843
13694,2023,Comedy,66.0240535,49.04771589,80.24144604
13695,2020,Modern City Crime,119.7905453,64.95194383,73.25608738
13696,2009,Youth Idol Romance Inspiration,46.55653292,64.46916331,77.88851644
13697,2022,Youth Idol,78.69171811,53.71907239,71.66769537
13698,2013,Modern City Inspiration,118.8123765,79.4949765,80.54776679
13699,2012,Revolution,133.7293313,71.85330005,84.88225673
13700,2014,Revolution,94.94815844,65.86584412,137.9851142
13701,2006,Romance Modern City,176.8012243,51.15599704,63.3565638
13702,2019,Suspense,66.06961934,50.7768883,41.7131769
13703,2003,Romance,170.513858,74.47535078,90.71329576
13705,2019,Documentary,112.9798251,88.72087579,146.3067014
13706,2014,Time Travel Romance,110.736214,80.49604919,92.54216598
13707,2013,Romance,87.13811728,59.79330935,71.95843893
13708,2000,Animation,110.2965844,57.32428601,140.552853
13709,2015,Modern City Family,183.2504733,70.70090395,104.2835696
13710,2011,Modern City Romance,195.2821296,67.58749003,107.9265559
13711,2021,Modern City,148.2642181,54.74486713,74.08327436
13712,2015,Revolution War,129.5037963,71.25694382,135.9877352
13713,2010,Family,135.203323,49.906396,50.81345347
13714,2017,Modern City,175.107428,80.84589073,72.74985907
13715,2011,Military,92.11123457,52.01563643,130.54395
13716,2011,Military,94.61069959,50.1950089,104.2898876
13717,2013,Military,119.5490535,64.23867373,121.5269159
13718,2016,Military,81.37385802,54.90900754,126.2637714
13719,2014,Crime,74.9722428,67.98007433,116.9633327
13720,2008,Historical Legend,86.97424897,75.85263332,115.4278516
13721,2012,Youth Idol Romance,204.3125,43.00940356,64.35826699
13722,2021,Romance,162.0638683,67.68581158,105.028477
13723,2004,Romance,105.0270782,55.69974536,107.1210439
13724,2016,Modern City,153.1894136,58.63006502,51.38569887
13725,2016,Romance Sci-Fi,83.71597737,45.66430876,66.03039516
13726,2015,Romance Youth Idol,99.21487654,47.57695543,97.46215783
13727,2016,Modern City,116.9860905,72.64624382,82.64533247
13728,2008,Modern City Comedy,162.3313992,71.381722,114.1763717
13729,2009,Modern City,171.342572,87.40890232,115.3516727
13730,2011,Suspense Comedy,159.4314198,72.39072088,117.3891924
13732,2015,Modern City,107.777284,61.54825875,128.5793769
13733,2019,Modern City Youth Idol,190.2682819,96.8027475,78.69355939
13734,2016,Modern City,169.2534979,76.7745718,114.2393518
13735,2011,Revolution War,70.99733539,52.09316937,86.63734857
13736,2019,Modern City Youth Idol,147.7012243,60.36155965,106.242302
13737,2005,Wuxia Ancient Costume,182.3818827,69.91342456,91.09410649
13738,2005,Suspense Family,,,
13740,2021,Modern City Romance Inspiration,171.424249,74.40844944,71.94272553
13741,2020,Romance,202.6593621,45.20598392,60.96691494
13742,2017,Comedy Romance,176.2018827,62.50648538,128.9682222
13743,2017,Romance Youth Idol,165.7792798,70.32102407,162.1775768
13744,2018,Inspiration,142.5946193,70.80459648,89.40168005
13745,2019,Documentary,66.6945679,47.27450029,73.4407034
13746,2022,Documentary,163.7400103,46.96803865,102.7642285
13747,2010,Youth Idol Inspiration,147.9919856,66.20829029,141.1404435
13748,2020,Rural,179.7700926,64.77972992,58.34896159
13749,2019,Modern City,161.6495885,61.07398257,68.97098204
13750,2015,Comedy,128.6913477,76.29116032,119.8928672
13751,2007,Romance,135.0528086,79.13933745,107.2580306
13752,2006,Romance,117.2128601,69.27138109,135.4317775
13753,2007,Modern City,49.87728395,58.91070493,85.09269758
13754,2008,Family,69.18215021,67.3905479,105.4136397
13755,2005,Romance,170.049321,74.39813233,104.1239898
13756,2008,Romance,148.4541975,83.8621872,64.05930147
13757,2002,Romance Youth Idol,60.76061728,72.4707151,113.7008268
13758,2004,Children,113.6083642,71.88635096,137.9711624
13759,2021,Modern City,121.0469753,65.44639307,139.9122474
13760,2014,Family,136.9655967,58.60836548,142.0204353
13761,2018,Historical Legend,125.7633128,57.98885401,117.5417996
13762,2018,Documentary,156.543251,68.08565957,98.58679331
13763,2019,Modern City,180.7832099,49.99158816,113.4789603
13764,2014,Inspiration,42.82363169,51.20162974,80.03901135
13765,2017,Youth Idol Modern City,169.8214918,55.89021128,97.13666098
13766,2005,Animation,202.3991667,65.77680897,61.58549203
13767,2023,Modern City,151.759321,51.53066604,95.78592933
13768,2018,Modern City,139.5930761,65.38233863,135.5387034
13769,2012,Historical Legend,89.35981481,80.69983158,97.16655453
13770,2018,Modern City,192.6998663,53.5993955,47.1394701
13771,2020,Modern City,177.9998045,67.40693226,104.0199209
13772,2019,Documentary,16.59977366,56.14134686,54.81173885
13773,2003,Military,112.7647737,71.67513026,150.1320177
13774,2012,Family,138.6945782,79.623002,154.6744405
13775,2007,Comedy,170.0383951,57.53165372,97.79905401
13777,2022,Modern City,115.689928,73.28740507,82.5355182
13778,2020,Documentary,71.65257202,27.46733326,43.2655908
13779,2021,Documentary,157.6794959,74.38386412,82.75625456
13780,2005,Family,74.87397119,58.33464709,86.98574348
13781,2012,Romance,200.4831893,77.83732235,70.27077203
13782,2013,Romance War,74.93407407,58.64039075,87.44525205
13783,2024,Modern City Romance,60.88195473,39.62241561,33.48116701
13784,2022,Modern City,101.5193107,53.19453058,56.52425687
13785,2016,Inspiration,140.7251749,63.94287716,94.40873277
13786,2008,Romance,88.37737654,59.24638157,94.43860654
13787,2010,Romance,147.0943827,79.59811931,152.1165754
13788,2017,Modern City,191.1234259,46.90175533,42.54539888
13789,2019,Romance Youth Idol Modern City,97.67751029,53.01920776,131.5130411
13790,2018,Rural,137.8011111,66.70611418,111.0787352
13791,2015,Youth Idol,153.3209053,44.3351701,67.09291373
13792,2010,Inspiration Modern City Youth Idol Comedy,135.8677058,65.57385823,124.9566212
13793,2013,Documentary,147.2376029,48.14752531,106.0012986
13794,2008,Documentary,76.6598251,68.54905944,87.90278147
13795,2017,Modern City,166.0499794,55.70788941,78.11270098
13796,2014,War,69.1884465,55.45715853,79.84088886
13797,2022,Comedy Romance,126.9852469,39.47689599,40.88578262
13798,2011,Romance Youth Idol,206.5422531,71.673051,68.6739985
13799,2015,Romance,103.1188477,58.33754333,128.9506753
13800,2021,Comedy Romance Ancient Costume,133.0574588,55.84733914,84.48136514
13801,2022,Romance,124.1052778,85.31325222,75.9661747
13802,2015,Revolution,77.7375,47.62779617,83.72786987
13803,2015,Modern City,116.1358333,79.04738731,113.2266295
13804,2010,Comedy,85.17835391,49.3095288,90.36839463
13805,2022,Comedy Romance Ancient Costume,87.71473251,59.12497576,101.5605368
13806,2015,Revolution,118.3934568,73.62653051,111.2301523
13807,2013,Romance,187.0298457,43.51845529,60.53229358
13808,2016,Comedy Romance,175.4997119,65.02454696,98.08638131
13809,2009,Comedy Animation,129.9843416,85.21621099,133.3961991
13810,2012,Animation,79.84554527,72.08123448,146.6320287
13811,2011,Animation,167.2169342,78.5955913,73.4854534
13812,2010,Animation,167.4652675,73.7549558,131.3146395
13813,2013,Animation,159.6700514,83.05036112,126.3269607
13814,2010,Comedy Animation,193.8738169,60.87777198,86.41497852
13815,2012,Family Comedy Modern City,176.8175412,75.77633722,81.17006979
13816,2013,Comedy Modern City,175.2167695,72.30514233,127.6166597
13817,2018,Ancient Costume Comedy,112.3728909,70.13851211,108.5126234
13818,2015,Comedy,195.5733848,79.32085171,102.7428394
13819,2017,Comedy Romance,150.3564918,73.16154965,223.8763988
13820,2022,Youth Idol,188.5431584,54.72532149,67.34958343
13821,2016,Modern City Romance,216.7150206,24.17076936,49.3439372
13822,2013,Family Modern City,198.2409156,46.5547142,88.11819777
13823,2014,Comedy,102.7401235,47.74046277,93.93099499
13824,2013,Romance Modern City,79.99349794,72.842629,103.9343552
13825,2008,Modern City,177.7234465,73.39553163,105.7468415
13826,2011,Family Modern City,161.995463,56.76939898,132.6839032
13827,2014,Modern City,131.8650926,64.27754505,118.861589
13828,2017,Youth Idol,152.2262757,63.75355112,108.7653817
13829,2021,Romance Youth Idol,139.8749897,58.52813681,111.4590056
13830,2016,Youth Idol,175.2565123,46.76444776,65.85040628
13831,2023,Comedy,127.6934362,51.57269421,93.34134939
13832,2021,Modern City Family,127.1733025,57.1005614,107.1738
13833,2014,Revolution War,91.0729321,79.05515018,129.0660313
13834,2016,War,97.80368313,62.47127421,127.0634735
13835,2018,Youth Idol,197.3336317,64.15475853,47.12406877
13836,2011,Family Comedy,161.6297531,84.43008891,121.0298872
13837,2004,Romance Myth and Fantasy Horror,112.5281481,83.14699531,139.3750951
13838,2000,Action Romance Horror,74.43205761,54.98165363,80.49709146
13841,2013,Romance,157.5116872,70.53023713,116.8139571
